,name,tokens,output,error_msg
1931,Rochleyako Wostan Mack Cabernet Sauvignon 2011,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1932,Joscith Gapa Cabernet Sauvignon 2006,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1933,Patino La Fougsato Amarata 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1934,Ette Vine Spagoboldt Blend 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1935,Tsuroma Chiant Pinot Noir 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1936,Palran Galvit Calduntes Phmeres Chardonnay 2001,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1937,Barone & Fary Wilrimes Kyungers Grande Silehr Vineyard Pinot Noir 2000,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1938,Palbicle Charlas 1996,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1939,Sterling Ranch Valley Merlot 2014,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1940,Pretrob Eloque Patich Charmonnay 2004,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1941,Came Leimbaret Cabernet Sauvignon 2007,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1942,Laiguara Reserva Malbe 2011,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1943,Prazomino Valle 165 Pinot Grigian 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1944,dobagne Manca Giasco 2006,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1945,Vingaricella 2013,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1946,Vina Brunowenca 2012,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1947,Petiar Provote Lyperazon Merfbec 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1948,Santado Ridgua Verdragli 615 Pinotu 2007,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1949,Antomrra Orlewcch Zinotel 2004,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1950,La Campab'sew's Estate Prilas Pinot Noir 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1951,Roseph-Nictroal Zinfandel 2005,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1952,Casa Lex Rasch Vineyard Syrah 2009,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1953,Frear Cabernet Sauvignon Montrasheunt Cabernet 2018,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1954,FaKut & Rickals Syrah 2012,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1955,Ville Mognumrertry Petriona Zinfandel 2001,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1956,Telaich Vineyards Dicant VGllemiero Rockiloulesh Reserve Pinot Noir 2012,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1957,La Pank Walla Vineyard Hill Sauvignon Blanc 1998,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1958,Pr. Clos del Cabernet Sauvignon 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1959,Laitina Jadel Winery Pinot Noir 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1960,Latuicii Cot Grune Lenanderet Qualta Sannoisery Merlat 1999,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1961,Roidenono Elevon Pinot Blanc 1998,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
1962,Fratimas Me Hostone Pinot Gris 2004,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
